194290,Lightning Charging Cable,1,14.95,05/01/19 17:00,"884 West St, Los Angeles, CA 90001"
194291,Apple Airpods Headphones,1,150,05/23/19 07:54,"589 Walnut St, Seattle, WA 98101"
194292,USB-C Charging Cable,1,11.95,05/27/19 11:19,"223 Maple St, San Francisco, CA 94016"
194293,34in Ultrawide Monitor,1,379.99,05/16/19 19:09,"910 Madison St, Boston, MA 02215"
194294,Macbook Pro Laptop,1,1700,05/31/19 20:44,"365 Ridge St, New York City, NY 10001"
194294,Bose SoundSport Headphones,1,99.99,05/31/19 20:44,"365 Ridge St, New York City, NY 10001"
194295,Wired Headphones,1,11.99,05/20/19 21:02,"547 9th St, Atlanta, GA 30301"
194296,AAA Batteries (4-pack),1,2.99,05/24/19 16:59,"678 Chestnut St, New York City, NY 10001"
194297,Lightning Charging Cable,1,14.95,05/29/19 13:20,"779 Washington St, San Francisco, CA 94016"
194298,Lightning Charging Cable,1,14.95,05/14/19 20:28,"628 Jefferson St, Seattle, WA 98101"
194299,USB-C Charging Cable,1,11.95,05/08/19 21:21,"826 Dogwood St, Seattle, WA 98101"
194300,Bose SoundSport Headphones,1,99.99,05/12/19 10:06,"989 Hill St, New York City, NY 10001"
194301,Wired Headphones,1,11.99,05/10/19 18:17,"397 Cedar St, Los Angeles, CA 90001"
194302,Apple Airpods Headphones,1,150,05/06/19 05:41,"834 Adams St, San Francisco, CA 94016"
194303,iPhone,1,700,05/07/19 19:31,"596 West St, New York City, NY 10001"
194304,LG Dryer,1,600.0,05/27/19 16:59,"796 West St, Dallas, TX 75001"
194305,AAA Batteries (4-pack),4,2.99,05/25/19 11:04,"818 Wilson St, Los Angeles, CA 90001"
194306,Bose SoundSport Headphones,1,99.99,05/28/19 14:49,"918 1st St, San Francisco, CA 94016"
194307,Macbook Pro Laptop,1,1700,05/25/19 15:30,"300 Elm St, San Francisco, CA 94016"
194308,USB-C Charging Cable,1,11.95,05/18/19 08:02,"980 Willow St, Los Angeles, CA 90001"
194309,27in 4K Gaming Monitor,1,389.99,05/14/19 18:28,"450 Church St, Atlanta, GA 30301"
194310,AA Batteries (4-pack),2,3.84,05/05/19 09:57,"126 Church St, Seattle, WA 98101"
194311,Apple Airpods Headphones,1,150,05/19/19 12:06,"631 14th St, New York City, NY 10001"
194312,AAA Batteries (4-pack),1,2.99,05/08/19 19:09,"658 Church St, Portland, OR 97035"
194313,Wired Headphones,1,11.99,05/30/19 18:24,"39 5th St, Seattle, WA 98101"
194314,Google Phone,1,600,05/04/19 11:11,"941 8th St, New York City, NY 10001"
194314,USB-C Charging Cable,1,11.95,05/04/19 11:11,"941 8th St, New York City, NY 10001"
194314,Wired Headphones,1,11.99,05/04/19 11:11,"941 8th St, New York City, NY 10001"
194315,iPhone,1,700,05/16/19 00:50,"2 Center St, Austin, TX 73301"
194316,34in Ultrawide Monitor,1,379.99,05/20/19 15:06,"663 Elm St, Los Angeles, CA 90001"
194317,Flatscreen TV,1,300,05/31/19 21:30,"493 Lincoln St, New York City, NY 10001"
194318,AA Batteries (4-pack),1,3.84,05/18/19 21:53,"342 1st St, San Francisco, CA 94016"
194319,AAA Batteries (4-pack),1,2.99,05/14/19 21:00,"68 12th St, Seattle, WA 98101"
194320,iPhone,1,700,05/17/19 05:53,"180 Adams St, New York City, NY 10001"
194320,Lightning Charging Cable,1,14.95,05/17/19 05:53,"180 Adams St, New York City, NY 10001"
194321,LG Washing Machine,1,600.0,05/14/19 06:59,"761 Lakeview St, Portland, OR 97035"
194322,Bose SoundSport Headphones,1,99.99,05/10/19 10:58,"793 5th St, Boston, MA 02215"
194323,Apple Airpods Headphones,1,150,05/08/19 14:48,"185 River St, Austin, TX 73301"
194324,Wired Headphones,1,11.99,05/11/19 08:39,"141 1st St, Boston, MA 02215"
194325,Wired Headphones,1,11.99,05/23/19 18:18,"960 Park St, San Francisco, CA 94016"
194326,AA Batteries (4-pack),1,3.84,05/14/19 21:37,"428 13th St, Boston, MA 02215"
194327,iPhone,1,700,05/10/19 17:42,"984 6th St, Austin, TX 73301"
194328,LG Dryer,1,600.0,05/31/19 14:01,"844 Cedar St, Atlanta, GA 30301"
194329,AAA Batteries (4-pack),1,2.99,05/22/19 14:15,"515 Church St, San Francisco, CA 94016"
194330,Wired Headphones,1,11.99,05/25/19 22:35,"273 Walnut St, San Francisco, CA 94016"
194331,USB-C Charging Cable,1,11.95,05/17/19 20:35,"526 Lake St, Boston, MA 02215"
194332,Lightning Charging Cable,1,14.95,05/27/19 15:10,"912 Willow St, San Francisco, CA 94016"
194333,Google Phone,1,600,05/23/19 21:40,"383 2nd St, Portland, OR 97035"
194334,AA Batteries (4-pack),1,3.84,05/04/19 15:48,"494 2nd St, Atlanta, GA 30301"
162009,iPhone,1,700,03/28/19 20:59,"942 Church St, Austin, TX 73301"
162009,Lightning Charging Cable,1,14.95,03/28/19 20:59,"942 Church St, Austin, TX 73301"
162009,Wired Headphones,2,11.99,03/28/19 20:59,"942 Church St, Austin, TX 73301"
162010,Bose SoundSport Headphones,1,99.99,03/17/19 05:39,"261 10th St, San Francisco, CA 94016"
162011,34in Ultrawide Monitor,1,379.99,03/10/19 00:01,"764 13th St, San Francisco, CA 94016"
162012,AA Batteries (4-pack),1,3.84,03/20/19 21:33,"187 Ridge St, San Francisco, CA 94016"
162013,34in Ultrawide Monitor,1,379.99,03/15/19 23:05,"904 Main St, Austin, TX 73301"
162014,USB-C Charging Cable,1,11.95,03/01/19 21:33,"10 13th St, San Francisco, CA 94016"
162015,AA Batteries (4-pack),1,3.84,03/02/19 08:52,"949 Jefferson St, Boston, MA 02215"
162016,AAA Batteries (4-pack),5,2.99,03/19/19 21:10,"469 Highland St, Atlanta, GA 30301"
162017,Lightning Charging Cable,1,14.95,03/02/19 13:55,"449 River St, San Francisco, CA 94016"
162018,USB-C Charging Cable,2,11.95,03/18/19 11:07,"925 Maple St, Portland, OR 97035"
162019,AAA Batteries (4-pack),1,2.99,03/05/19 12:20,"639 4th St, Atlanta, GA 30301"
162020,LG Washing Machine,1,600.0,03/26/19 18:17,"616 Jackson St, Dallas, TX 75001"
162021,Wired Headphones,1,11.99,03/30/19 12:02,"645 Wilson St, Los Angeles, CA 90001"
162022,AA Batteries (4-pack),1,3.84,03/17/19 22:18,"473 Hill St, New York City, NY 10001"
162023,Apple Airpods Headphones,1,150,03/11/19 20:00,"404 Park St, San Francisco, CA 94016"
162024,27in 4K Gaming Monitor,1,389.99,03/17/19 09:22,"952 Willow St, Atlanta, GA 30301"
162025,AAA Batteries (4-pack),1,2.99,03/07/19 20:50,"110 7th St, Boston, MA 02215"
162026,iPhone,1,700,03/22/19 22:31,"71 Pine St, Austin, TX 73301"
162027,AAA Batteries (4-pack),1,2.99,03/16/19 20:52,"421 Main St, Los Angeles, CA 90001"
162028,AAA Batteries (4-pack),3,2.99,03/20/19 15:23,"739 1st St, San Francisco, CA 94016"
162029,AAA Batteries (4-pack),1,2.99,03/26/19 12:17,"141 North St, Atlanta, GA 30301"
162030,Google Phone,1,600,03/09/19 16:50,"463 4th St, San Francisco, CA 94016"
162031,Lightning Charging Cable,1,14.95,03/28/19 17:03,"131 Johnson St, Boston, MA 02215"
162032,Lightning Charging Cable,1,14.95,03/31/19 10:39,"498 4th St, Los Angeles, CA 90001"
162033,iPhone,1,700,03/19/19 11:06,"267 Johnson St, Dallas, TX 75001"
162034,USB-C Charging Cable,1,11.95,03/26/19 20:34,"104 Center St, Seattle, WA 98101"
162035,Macbook Pro Laptop,1,1700,03/08/19 13:07,"44 4th St, Los Angeles, CA 90001"
162036,Lightning Charging Cable,1,14.95,03/09/19 19:39,"905 Spruce St, San Francisco, CA 94016"
162037,iPhone,1,700,03/23/19 02:11,"277 Elm St, Los Angeles, CA 90001"
162037,Lightning Charging Cable,1,14.95,03/23/19 02:11,"277 Elm St, Los Angeles, CA 90001"
162038,AAA Batteries (4-pack),2,2.99,03/18/19 20:31,"53 10th St, Atlanta, GA 30301"
162039,AA Batteries (4-pack),1,3.84,03/29/19 12:01,"175 West St, San Francisco, CA 94016"
162040,USB-C Charging Cable,1,11.95,03/25/19 09:11,"973 North St, Austin, TX 73301"
162041,Apple Airpods Headphones,1,150,03/14/19 01:01,"633 13th St, Austin, TX 73301"
162042,USB-C Charging Cable,1,11.95,03/09/19 22:39,"661 7th St, San Francisco, CA 94016"
162043,AA Batteries (4-pack),1,3.84,03/29/19 10:59,"883 Walnut St, Atlanta, GA 30301"
162044,27in FHD Monitor,1,149.99,03/22/19 10:11,"469 9th St, Dallas, TX 75001"
162045,Apple Airpods Headphones,1,150,03/26/19 13:31,"906 Park St, New York City, NY 10001"
162046,AAA Batteries (4-pack),2,2.99,03/20/19 20:33,"661 1st St, San Francisco, CA 94016"
162047,Bose SoundSport Headphones,1,99.99,03/08/19 18:41,"819 9th St, Austin, TX 73301"
